t[s],wx[rad/s],wy[rad/s],wz[rad/s],q1,q2,q3,q4
2.198,-0.604842,-4.08423,-3.33558,-0.315827,-0.519149,-0.361707,0.70704
2.199,-0.600755,-4.08549,-3.33459,-0.31513,-0.519717,-0.361499,0.70704
2.2,-0.596668,-4.08674,-3.33361,-0.314432,-0.520284,-0.361291,0.70704
2.201,-0.592581,-4.08799,-3.33263,-0.313734,-0.520849,-0.361084,0.70704
2.202,-0.588494,-4.08922,-3.33166,-0.313034,-0.521412,-0.360877,0.707041
2.203,-0.584407,-4.09044,-3.3307,-0.312334,-0.521975,-0.360671,0.707041
2.204,-0.58032,-4.09166,-3.32974,-0.311634,-0.522535,-0.360465,0.707041
2.205,-0.576233,-4.09287,-3.32879,-0.310933,-0.523094,-0.36026,0.707041
2.206,-0.572145,-4.09407,-3.32785,-0.310231,-0.523651,-0.360055,0.707041
2.207,-0.568058,-4.09526,-3.32691,-0.309529,-0.524207,-0.35985,0.707041
2.208,-0.56397,-4.09644,-3.32598,-0.308826,-0.524761,-0.359646,0.707041
2.209,-0.559883,-4.09761,-3.32506,-0.308122,-0.525314,-0.359443,0.707041
2.21,-0.555796,-4.09877,-3.32414,-0.307418,-0.525865,-0.35924,0.707041
2.211,-0.551708,-4.09993,-3.32323,-0.306713,-0.526415,-0.359037,0.707041
2.212,-0.547621,-4.10108,-3.32233,-0.306007,-0.526963,-0.358835,0.707041
2.213,-0.543533,-4.10221,-3.32143,-0.305301,-0.52751,-0.358634,0.707041
2.214,-0.539446,-4.10334,-3.32054,-0.304595,-0.528054,-0.358433,0.707041
2.215,-0.535358,-4.10446,-3.31965,-0.303887,-0.528598,-0.358232,0.707041
2.216,-0.53127,-4.10557,-3.31877,-0.303179,-0.52914,-0.358032,0.707041
2.217,-0.527183,-4.10667,-3.3179,-0.302471,-0.52968,-0.357832,0.707041
2.218,-0.523095,-4.10777,-3.31703,-0.301762,-0.530219,-0.357633,0.707041
2.219,-0.519007,-4.10885,-3.31617,-0.301052,-0.530756,-0.357434,0.707041
2.22,-0.51492,-4.10993,-3.31532,-0.300341,-0.531291,-0.357236,0.707041
2.221,-0.510832,-4.11099,-3.31447,-0.29963,-0.531825,-0.357038,0.707041
2.222,-0.506744,-4.11205,-3.31363,-0.298919,-0.532358,-0.356841,0.707041
2.223,-0.502657,-4.1131,-3.3128,-0.298207,-0.532889,-0.356644,0.707041
2.224,-0.498569,-4.11414,-3.31197,-0.297494,-0.533418,-0.356448,0.707041
2.225,-0.494481,-4.11517,-3.31115,-0.296781,-0.533946,-0.356252,0.707041
2.226,-0.490393,-4.1162,-3.31034,-0.296067,-0.534472,-0.356057,0.707041
2.227,-0.486305,-4.11721,-3.30953,-0.295352,-0.534997,-0.355862,0.707041
2.228,-0.482218,-4.11822,-3.30873,-0.294637,-0.53552,-0.355668,0.707041
2.229,-0.47813,-4.11922,-3.30794,-0.293922,-0.536042,-0.355474,0.707041
2.23,-0.474042,-4.1202,-3.30715,-0.293206,-0.536562,-0.35528,0.707041
2.231,-0.469954,-4.12118,-3.30637,-0.292489,-0.53708,-0.355088,0.707041
2.232,-0.465866,-4.12215,-3.30559,-0.291771,-0.537597,-0.354895,0.707041
2.233,-0.461778,-4.12312,-3.30482,-0.291053,-0.538113,-0.354704,0.707042
2.234,-0.457691,-4.12407,-3.30406,-0.290335,-0.538627,-0.354512,0.707042
2.235,-0.453603,-4.12502,-3.30331,-0.289616,-0.539139,-0.354322,0.707042
2.236,-0.449515,-4.12595,-3.30256,-0.288896,-0.53965,-0.354131,0.707042
2.237,-0.445427,-4.12688,-3.30182,-0.288176,-0.540159,-0.353942,0.707042
2.238,-0.441339,-4.1278,-3.30108,-0.287455,-0.540667,-0.353753,0.707042
2.239,-0.437251,-4.12871,-3.30035,-0.286734,-0.541173,-0.353564,0.707042
2.24,-0.433163,-4.12961,-3.29963,-0.286012,-0.541677,-0.353376,0.707042
2.241,-0.429076,-4.13051,-3.29892,-0.28529,-0.54218,-0.353188,0.707042
2.242,-0.424988,-4.13139,-3.29821,-0.284567,-0.542682,-0.353001,0.707042
2.243,-0.4209,-4.13227,-3.2975,-0.283843,-0.543182,-0.352815,0.707042
2.244,-0.416812,-4.13313,-3.29681,-0.283119,-0.54368,-0.352629,0.707042
2.245,-0.412724,-4.13399,-3.29612,-0.282395,-0.544177,-0.352443,0.707042
2.246,-0.408636,-4.13484,-3.29544,-0.28167,-0.544672,-0.352258,0.707042
2.247,-0.404548,-4.13568,-3.29476,-0.280944,-0.545166,-0.352074,0.707042
2.248,-0.400461,-4.13652,-3.29409,-0.280218,-0.545658,-0.35189,0.707042
2.249,-0.396373,-4.13734,-3.29343,-0.279491,-0.546149,-0.351706,0.707042
2.25,-0.392285,-4.13816,-3.29277,-0.278764,-0.546638,-0.351524,0.707042
2.251,-0.388197,-4.13896,-3.29212,-0.278036,-0.547126,-0.351341,0.707042
2.252,-0.384109,-4.13976,-3.29148,-0.277308,-0.547612,-0.35116,0.707042
2.253,-0.380022,-4.14055,-3.29085,-0.276579,-0.548096,-0.350978,0.707042
2.254,-0.375934,-4.14134,-3.29022,-0.275849,-0.548579,-0.350798,0.707042
2.255,-0.371846,-4.14211,-3.28959,-0.275119,-0.549061,-0.350618,0.707042
2.256,-0.367758,-4.14287,-3.28898,-0.274389,-0.549541,-0.350438,0.707042
2.257,-0.363671,-4.14363,-3.28837,-0.273658,-0.550019,-0.350259,0.707042
2.258,-0.359583,-4.14438,-3.28777,-0.272927,-0.550496,-0.350081,0.707042
2.259,-0.355495,-4.14512,-3.28717,-0.272195,-0.550971,-0.349903,0.707043
2.26,-0.351407,-4.14585,-3.28658,-0.271462,-0.551445,-0.349726,0.707043
2.261,-0.34732,-4.14657,-3.286,-0.270729,-0.551917,-0.349549,0.707043
2.262,-0.343232,-4.14728,-3.28542,-0.269996,-0.552387,-0.349373,0.707043
2.263,-0.339144,-4.14799,-3.28485,-0.269262,-0.552857,-0.349197,0.707043
2.264,-0.335057,-4.14868,-3.28429,-0.268527,-0.553324,-0.349022,0.707043
2.265,-0.330969,-4.14937,-3.28373,-0.267792,-0.55379,-0.348847,0.707043
2.266,-0.326881,-4.15005,-3.28318,-0.267057,-0.554255,-0.348673,0.707043
2.267,-0.322794,-4.15072,-3.28264,-0.266321,-0.554718,-0.3485,0.707043
2.268,-0.318706,-4.15138,-3.2821,-0.265584,-0.555179,-0.348327,0.707043
2.269,-0.314619,-4.15204,-3.28158,-0.264847,-0.555639,-0.348155,0.707043
2.27,-0.310531,-4.15268,-3.28105,-0.26411,-0.556097,-0.347983,0.707043
2.271,-0.306444,-4.15332,-3.28054,-0.263372,-0.556554,-0.347812,0.707043
2.272,-0.302356,-4.15395,-3.28003,-0.262633,-0.557009,-0.347642,0.707043
2.273,-0.298268,-4.15457,-3.27953,-0.261894,-0.557463,-0.347472,0.707043
2.274,-0.294181,-4.15518,-3.27903,-0.261155,-0.557915,-0.347302,0.707043
2.275,-0.290093,-4.15578,-3.27854,-0.260415,-0.558366,-0.347134,0.707043
2.276,-0.286006,-4.15637,-3.27806,-0.259674,-0.558815,-0.346965,0.707043
2.277,-0.281919,-4.15696,-3.27758,-0.258933,-0.559263,-0.346798,0.707043
2.278,-0.277831,-4.15754,-3.27711,-0.258192,-0.559709,-0.346631,0.707043
2.279,-0.273744,-4.15811,-3.27665,-0.25745,-0.560153,-0.346464,0.707043
2.28,-0.269656,-4.15867,-3.2762,-0.256708,-0.560596,-0.346298,0.707043
2.281,-0.265569,-4.15922,-3.27575,-0.255965,-0.561038,-0.346133,0.707043
2.282,-0.261482,-4.15976,-3.27531,-0.255222,-0.561478,-0.345968,0.707043
2.283,-0.257394,-4.1603,-3.27487,-0.254478,-0.561916,-0.345804,0.707044
2.284,-0.253307,-4.16083,-3.27444,-0.253734,-0.562353,-0.345641,0.707044
2.285,-0.24922,-4.16134,-3.27402,-0.252989,-0.562788,-0.345478,0.707044
2.286,-0.245132,-4.16185,-3.27361,-0.252244,-0.563222,-0.345316,0.707044
2.287,-0.241045,-4.16236,-3.2732,-0.251499,-0.563655,-0.345154,0.707044
2.288,-0.236958,-4.16285,-3.2728,-0.250753,-0.564085,-0.344993,0.707044
2.289,-0.23287,-4.16333,-3.2724,-0.250006,-0.564515,-0.344832,0.707044
2.29,-0.228783,-4.16381,-3.27202,-0.249259,-0.564942,-0.344672,0.707044
2.291,-0.224696,-4.16428,-3.27163,-0.248512,-0.565369,-0.344513,0.707044
2.292,-0.220609,-4.16474,-3.27126,-0.247764,-0.565793,-0.344354,0.707044
2.293,-0.216522,-4.16519,-3.27089,-0.247016,-0.566216,-0.344196,0.707044
2.294,-0.212434,-4.16563,-3.27053,-0.246267,-0.566638,-0.344039,0.707044
2.295,-0.208347,-4.16606,-3.27018,-0.245518,-0.567058,-0.343882,0.707044
2.296,-0.20426,-4.16649,-3.26983,-0.244768,-0.567477,-0.343726,0.707044
2.297,-0.200173,-4.16691,-3.26949,-0.244018,-0.567894,-0.34357,0.707044
2.298,-0.196086,-4.16732,-3.26916,-0.243267,-0.568309,-0.343415,0.707044
2.299,-0.191999,-4.16772,-3.26883,-0.242517,-0.568723,-0.343261,0.707044
2.3,-0.187912,-4.16811,-3.26851,-0.241765,-0.569136,-0.343107,0.707044
2.301,-0.183825,-4.16849,-3.2682,-0.241013,-0.569547,-0.342954,0.707044
2.302,-0.179738,-4.16887,-3.26789,-0.240261,-0.569956,-0.342801,0.707044
2.303,-0.175651,-4.16924,-3.26759,-0.239508,-0.570364,-0.342649,0.707044
2.304,-0.171564,-4.1696,-3.2673,-0.238755,-0.570771,-0.342498,0.707044
2.305,-0.167477,-4.16995,-3.26701,-0.238002,-0.571176,-0.342347,0.707044
2.306,-0.16339,-4.17029,-3.26673,-0.237248,-0.571579,-0.342197,0.707045
2.307,-0.159303,-4.17062,-3.26646,-0.236494,-0.571981,-0.342047,0.707045
2.308,-0.155216,-4.17095,-3.26619,-0.235739,-0.572381,-0.341899,0.707045
2.309,-0.151129,-4.17126,-3.26593,-0.234984,-0.57278,-0.34175,0.707045
2.31,-0.147042,-4.17157,-3.26568,-0.234228,-0.573178,-0.341603,0.707045
2.311,-0.142955,-4.17187,-3.26544,-0.233472,-0.573573,-0.341456,0.707045
2.312,-0.138868,-4.17216,-3.2652,-0.232715,-0.573968,-0.34131,0.707045
2.313,-0.134781,-4.17245,-3.26497,-0.231959,-0.574361,-0.341164,0.707045
2.314,-0.130694,-4.17272,-3.26474,-0.231201,-0.574752,-0.341019,0.707045
2.315,-0.126608,-4.17299,-3.26452,-0.230444,-0.575142,-0.340874,0.707045
2.316,-0.122521,-4.17325,-3.26431,-0.229685,-0.57553,-0.340731,0.707045
2.317,-0.118434,-4.1735,-3.26411,-0.228927,-0.575917,-0.340588,0.707045
2.318,-0.114347,-4.17374,-3.26391,-0.228168,-0.576302,-0.340445,0.707045
2.319,-0.11026,-4.17397,-3.26372,-0.227409,-0.576686,-0.340303,0.707045
2.32,-0.106173,-4.1742,-3.26353,-0.226649,-0.577068,-0.340162,0.707045
2.321,-0.102087,-4.17441,-3.26336,-0.225889,-0.577448,-0.340021,0.707045
2.322,-0.0979999,-4.17462,-3.26319,-0.225128,-0.577828,-0.339882,0.707045
2.323,-0.0939131,-4.17482,-3.26302,-0.224368,-0.578205,-0.339742,0.707045
2.324,-0.0898263,-4.17501,-3.26287,-0.223606,-0.578581,-0.339604,0.707045
2.325,-0.0857396,-4.1752,-3.26272,-0.222845,-0.578956,-0.339466,0.707045
2.326,-0.0816528,-4.17537,-3.26257,-0.222083,-0.579329,-0.339328,0.707045
2.327,-0.0775661,-4.17554,-3.26244,-0.22132,-0.579701,-0.339192,0.707045
2.328,-0.0734794,-4.1757,-3.26231,-0.220557,-0.580071,-0.339056,0.707046
2.329,-0.0693926,-4.17585,-3.26218,-0.219794,-0.58044,-0.33892,0.707046
2.33,-0.0653059,-4.17599,-3.26207,-0.21903,-0.580807,-0.338785,0.707046
2.331,-0.0612192,-4.17612,-3.26196,-0.218266,-0.581172,-0.338651,0.707046
2.332,-0.0571325,-4.17624,-3.26186,-0.217502,-0.581537,-0.338518,0.707046
2.333,-0.0530458,-4.17636,-3.26176,-0.216737,-0.581899,-0.338385,0.707046
2.334,-0.0489591,-4.17647,-3.26167,-0.215972,-0.58226,-0.338253,0.707046
2.335,-0.0448724,-4.17657,-3.26159,-0.215207,-0.58262,-0.338122,0.707046
2.336,-0.0407858,-4.17666,-3.26152,-0.214441,-0.582978,-0.337991,0.707046
2.337,-0.0366991,-4.17674,-3.26145,-0.213675,-0.583335,-0.337861,0.707046
2.338,-0.0326124,-4.17682,-3.26139,-0.212908,-0.58369,-0.337731,0.707046
2.339,-0.0285258,-4.17689,-3.26133,-0.212141,-0.584043,-0.337603,0.707046
2.34,-0.0244391,-4.17694,-3.26128,-0.211374,-0.584396,-0.337474,0.707046
2.341,-0.0203524,-4.17699,-3.26124,-0.210606,-0.584746,-0.337347,0.707046
2.342,-0.0162658,-4.17703,-3.26121,-0.209838,-0.585095,-0.33722,0.707046
2.343,-0.0121791,-4.17707,-3.26118,-0.209069,-0.585443,-0.337094,0.707046
2.344,-0.00809246,-4.17709,-3.26116,-0.208301,-0.585789,-0.336969,0.707046
2.345,-0.00400581,-4.17711,-3.26115,-0.207531,-0.586134,-0.336844,0.707046
2.346,8.08456e-05,-4.17712,-3.26114,-0.206762,-0.586477,-0.33672,0.707046
2.347,0.0041675,-4.17712,-3.26114,-0.205992,-0.586818,-0.336596,0.707046
2.348,0.00825415,-4.17711,-3.26115,-0.205222,-0.587158,-0.336473,0.707046
2.349,0.0123408,-4.17709,-3.26116,-0.204451,-0.587497,-0.336351,0.707046
2.35,0.0164275,-4.17707,-3.26118,-0.20368,-0.587834,-0.33623,0.707047
2.351,0.0205141,-4.17703,-3.26121,-0.202909,-0.58817,-0.336109,0.707047
2.352,0.0246008,-4.17699,-3.26125,-0.202137,-0.588504,-0.335989,0.707047
2.353,0.0286874,-4.17694,-3.26129,-0.201365,-0.588837,-0.33587,0.707047
2.354,0.0327741,-4.17688,-3.26133,-0.200593,-0.589168,-0.335751,0.707047
2.355,0.0368608,-4.17682,-3.26139,-0.199821,-0.589497,-0.335633,0.707047
2.356,0.0409474,-4.17674,-3.26145,-0.199048,-0.589826,-0.335516,0.707047
2.357,0.0450341,-4.17666,-3.26152,-0.198274,-0.590152,-0.335399,0.707047
2.358,0.0491208,-4.17657,-3.26159,-0.197501,-0.590477,-0.335283,0.707047
2.359,0.0532074,-4.17647,-3.26168,-0.196727,-0.590801,-0.335168,0.707047
2.36,0.0572941,-4.17636,-3.26177,-0.195952,-0.591123,-0.335053,0.707047
2.361,0.0613808,-4.17624,-3.26186,-0.195177,-0.591444,-0.334939,0.707047
2.362,0.0654675,-4.17612,-3.26196,-0.194402,-0.591763,-0.334826,0.707047
2.363,0.0695542,-4.17598,-3.26207,-0.193627,-0.592081,-0.334713,0.707047
2.364,0.0736409,-4.17584,-3.26219,-0.192851,-0.592397,-0.334602,0.707047
2.365,0.0777276,-4.17569,-3.26231,-0.192075,-0.592712,-0.33449,0.707047
2.366,0.0818144,-4.17553,-3.26244,-0.191299,-0.593025,-0.33438,0.707047
2.367,0.0859011,-4.17536,-3.26258,-0.190522,-0.593337,-0.33427,0.707047
2.368,0.0899878,-4.17519,-3.26272,-0.189746,-0.593647,-0.334161,0.707047
2.369,0.0940746,-4.17501,-3.26287,-0.188968,-0.593956,-0.334053,0.707047
2.37,0.0981613,-4.17481,-3.26303,-0.188191,-0.594263,-0.333945,0.707047
2.371,0.102248,-4.17461,-3.26319,-0.187413,-0.594569,-0.333838,0.707047
2.372,0.106335,-4.17441,-3.26336,-0.186634,-0.594874,-0.333732,0.707048
2.373,0.110422,-4.17419,-3.26354,-0.185856,-0.595176,-0.333626,0.707048
2.374,0.114508,-4.17396,-3.26373,-0.185077,-0.595478,-0.333521,0.707048
2.375,0.118595,-4.17373,-3.26392,-0.184298,-0.595778,-0.333417,0.707048
2.376,0.122682,-4.17349,-3.26412,-0.183518,-0.596076,-0.333313,0.707048
2.377,0.126769,-4.17324,-3.26432,-0.182738,-0.596373,-0.333211,0.707048
2.378,0.130856,-4.17298,-3.26453,-0.181958,-0.596668,-0.333109,0.707048
2.379,0.134943,-4.17271,-3.26475,-0.181178,-0.596962,-0.333007,0.707048
2.38,0.139029,-4.17244,-3.26498,-0.180397,-0.597255,-0.332906,0.707048
2.381,0.143116,-4.17215,-3.26521,-0.179616,-0.597546,-0.332806,0.707048
2.382,0.147203,-4.17186,-3.26545,-0.178835,-0.597835,-0.332707,0.707048
2.383,0.15129,-4.17156,-3.26569,-0.178053,-0.598123,-0.332609,0.707048
2.384,0.155377,-4.17125,-3.26594,-0.177271,-0.59841,-0.332511,0.707048
2.385,0.159464,-4.17093,-3.2662,-0.176489,-0.598695,-0.332414,0.707048
2.386,0.163551,-4.17061,-3.26647,-0.175706,-0.598979,-0.332317,0.707048
2.387,0.167638,-4.17027,-3.26674,-0.174924,-0.599261,-0.332221,0.707048
2.388,0.171725,-4.16993,-3.26702,-0.17414,-0.599541,-0.332126,0.707048
2.389,0.175812,-4.16958,-3.26731,-0.173357,-0.599821,-0.332032,0.707048
2.39,0.179899,-4.16922,-3.2676,-0.172573,-0.600098,-0.331938,0.707048
2.391,0.183986,-4.16886,-3.2679,-0.171789,-0.600375,-0.331845,0.707048
2.392,0.188073,-4.16848,-3.26821,-0.171005,-0.600649,-0.331753,0.707048
2.393,0.19216,-4.1681,-3.26852,-0.17022,-0.600923,-0.331662,0.707049
2.394,0.196247,-4.1677,-3.26884,-0.169436,-0.601194,-0.331571,0.707049
2.395,0.200334,-4.1673,-3.26917,-0.16865,-0.601465,-0.331481,0.707049
2.396,0.204421,-4.16689,-3.2695,-0.167865,-0.601733,-0.331392,0.707049
2.397,0.208508,-4.16647,-3.26984,-0.167079,-0.602001,-0.331303,0.707049
2.398,0.212595,-4.16605,-3.27019,-0.166293,-0.602267,-0.331215,0.707049
2.399,0.216682,-4.16561,-3.27055,-0.165507,-0.602531,-0.331128,0.707049
2.4,0.220769,-4.16517,-3.27091,-0.16472,-0.602794,-0.331041,0.707049
2.401,0.224857,-4.16472,-3.27128,-0.163934,-0.603056,-0.330956,0.707049
2.402,0.228944,-4.16426,-3.27165,-0.163146,-0.603316,-0.330871,0.707049
2.403,0.233031,-4.16379,-3.27203,-0.162359,-0.603574,-0.330786,0.707049
2.404,0.237118,-4.16332,-3.27242,-0.161571,-0.603831,-0.330703,0.707049
2.405,0.241205,-4.16283,-3.27281,-0.160784,-0.604087,-0.33062,0.707049
2.406,0.245293,-4.16234,-3.27322,-0.159995,-0.604341,-0.330538,0.707049
2.407,0.24938,-4.16184,-3.27362,-0.159207,-0.604593,-0.330456,0.707049
2.408,0.253467,-4.16133,-3.27404,-0.158418,-0.604845,-0.330376,0.707049
2.409,0.257555,-4.16081,-3.27446,-0.157629,-0.605094,-0.330296,0.707049
2.41,0.261642,-4.16028,-3.27489,-0.15684,-0.605343,-0.330217,0.707049
2.411,0.265729,-4.15974,-3.27533,-0.15605,-0.605589,-0.330138,0.707049
2.412,0.269817,-4.1592,-3.27577,-0.155261,-0.605835,-0.33006,0.707049
2.413,0.273904,-4.15865,-3.27622,-0.15447,-0.606078,-0.329983,0.707049
2.414,0.277991,-4.15809,-3.27667,-0.15368,-0.606321,-0.329907,0.707049
2.415,0.282079,-4.15752,-3.27713,-0.15289,-0.606562,-0.329831,0.707049
2.416,0.286166,-4.15694,-3.2776,-0.152099,-0.606801,-0.329756,0.70705
2.417,0.290254,-4.15635,-3.27808,-0.151308,-0.607039,-0.329682,0.70705
2.418,0.294341,-4.15576,-3.27856,-0.150516,-0.607276,-0.329609,0.70705
2.419,0.298429,-4.15516,-3.27905,-0.149725,-0.607511,-0.329536,0.70705
2.42,0.302516,-4.15454,-3.27955,-0.148933,-0.607744,-0.329464,0.70705
2.421,0.306604,-4.15392,-3.28005,-0.148141,-0.607976,-0.329393,0.70705
2.422,0.310691,-4.1533,-3.28056,-0.147348,-0.608207,-0.329323,0.70705
2.423,0.314779,-4.15266,-3.28108,-0.146556,-0.608436,-0.329253,0.70705
2.424,0.318866,-4.15201,-3.2816,-0.145763,-0.608664,-0.329184,0.70705
2.425,0.322954,-4.15136,-3.28213,-0.14497,-0.60889,-0.329116,0.70705
2.426,0.327041,-4.1507,-3.28266,-0.144177,-0.609115,-0.329048,0.70705
2.427,0.331129,-4.15003,-3.28321,-0.143383,-0.609338,-0.328981,0.70705
2.428,0.335217,-4.14935,-3.28376,-0.142589,-0.60956,-0.328915,0.70705
2.429,0.339304,-4.14866,-3.28431,-0.141795,-0.60978,-0.32885,0.70705
2.43,0.343392,-4.14796,-3.28488,-0.141001,-0.609999,-0.328785,0.70705
2.431,0.34748,-4.14726,-3.28545,-0.140206,-0.610217,-0.328721,0.70705
2.432,0.351567,-4.14654,-3.28602,-0.139412,-0.610433,-0.328658,0.70705
2.433,0.355655,-4.14582,-3.28661,-0.138617,-0.610647,-0.328596,0.70705
2.434,0.359743,-4.14509,-3.2872,-0.137821,-0.61086,-0.328534,0.70705
2.435,0.36383,-4.14435,-3.28779,-0.137026,-0.611072,-0.328473,0.70705
2.436,0.367918,-4.1436,-3.28839,-0.13623,-0.611282,-0.328413,0.70705
2.437,0.372006,-4.14285,-3.289,-0.135434,-0.611491,-0.328354,0.70705
2.438,0.376094,-4.14208,-3.28962,-0.134638,-0.611698,-0.328295,0.70705
2.439,0.380181,-4.14131,-3.29024,-0.133842,-0.611904,-0.328237,0.707051
2.44,0.384269,-4.14053,-3.29087,-0.133045,-0.612108,-0.32818,0.707051
2.441,0.388357,-4.13974,-3.29151,-0.132248,-0.612311,-0.328124,0.707051
2.442,0.392445,-4.13894,-3.29215,-0.131451,-0.612512,-0.328068,0.707051
2.443,0.396532,-4.13813,-3.2928,-0.130654,-0.612712,-0.328013,0.707051
2.444,0.40062,-4.13731,-3.29346,-0.129856,-0.612911,-0.327959,0.707051
2.445,0.404708,-4.13649,-3.29412,-0.129059,-0.613108,-0.327905,0.707051
2.446,0.408796,-4.13566,-3.29479,-0.128261,-0.613303,-0.327853,0.707051
2.447,0.412884,-4.13482,-3.29547,-0.127462,-0.613497,-0.327801,0.707051
2.448,0.416972,-4.13396,-3.29615,-0.126664,-0.61369,-0.327749,0.707051
2.449,0.421059,-4.13311,-3.29684,-0.125865,-0.613881,-0.327699,0.707051
2.45,0.425147,-4.13224,-3.29754,-0.125067,-0.614071,-0.327649,0.707051
2.451,0.429235,-4.13136,-3.29824,-0.124267,-0.614259,-0.3276,0.707051
2.452,0.433323,-4.13048,-3.29895,-0.123468,-0.614446,-0.327552,0.707051
2.453,0.437411,-4.12958,-3.29967,-0.122669,-0.614632,-0.327504,0.707051
2.454,0.441499,-4.12868,-3.30039,-0.121869,-0.614815,-0.327458,0.707051
2.455,0.445587,-4.12777,-3.30112,-0.121069,-0.614998,-0.327412,0.707051
2.456,0.449675,-4.12685,-3.30185,-0.120269,-0.615179,-0.327366,0.707051
2.457,0.453762,-4.12592,-3.30259,-0.119469,-0.615358,-0.327322,0.707051
2.458,0.45785,-4.12499,-3.30334,-0.118668,-0.615537,-0.327278,0.707051
2.459,0.461938,-4.12404,-3.3041,-0.117867,-0.615713,-0.327235,0.707051
2.46,0.466026,-4.12309,-3.30486,-0.117067,-0.615888,-0.327193,0.707051
2.461,0.470114,-4.12213,-3.30563,-0.116265,-0.616062,-0.327151,0.707051
2.462,0.474202,-4.12115,-3.3064,-0.115464,-0.616234,-0.327111,0.707051
2.463,0.47829,-4.12017,-3.30719,-0.114662,-0.616405,-0.327071,0.707052
2.464,0.482377,-4.11919,-3.30797,-0.113861,-0.616575,-0.327031,0.707052
2.465,0.486465,-4.11819,-3.30877,-0.113059,-0.616742,-0.326993,0.707052
2.466,0.490553,-4.11718,-3.30957,-0.112257,-0.616909,-0.326955,0.707052
2.467,0.494641,-4.11617,-3.31038,-0.111454,-0.617074,-0.326918,0.707052
2.468,0.498729,-4.11514,-3.31119,-0.110652,-0.617238,-0.326882,0.707052
2.469,0.502817,-4.11411,-3.31201,-0.109849,-0.6174,-0.326847,0.707052
2.47,0.506904,-4.11307,-3.31284,-0.109046,-0.61756,-0.326812,0.707052
2.471,0.510992,-4.11202,-3.31368,-0.108243,-0.617719,-0.326778,0.707052
2.472,0.51508,-4.11096,-3.31452,-0.10744,-0.617877,-0.326745,0.707052
2.473,0.519168,-4.1099,-3.31536,-0.106636,-0.618034,-0.326712,0.707052
2.474,0.523255,-4.10882,-3.31622,-0.105833,-0.618188,-0.32668,0.707052
2.475,0.527343,-4.10774,-3.31708,-0.105029,-0.618342,-0.32665,0.707052
2.476,0.531431,-4.10664,-3.31794,-0.104225,-0.618494,-0.326619,0.707052
2.477,0.535519,-4.10554,-3.31882,-0.10342,-0.618644,-0.32659,0.707052
2.478,0.539606,-4.10443,-3.3197,-0.102616,-0.618793,-0.326561,0.707052
2.479,0.543694,-4.10331,-3.32058,-0.101811,-0.618941,-0.326533,0.707052
2.48,0.547782,-4.10218,-3.32147,-0.101007,-0.619087,-0.326506,0.707052
2.481,0.551869,-4.10104,-3.32237,-0.100202,-0.619232,-0.32648,0.707052
2.482,0.555957,-4.0999,-3.32328,-0.0993965,-0.619375,-0.326454,0.707052
2.483,0.560044,-4.09874,-3.32419,-0.0985911,-0.619517,-0.326429,0.707052
2.484,0.564132,-4.09758,-3.32511,-0.0977856,-0.619657,-0.326405,0.707052
2.485,0.568219,-4.09641,-3.32603,-0.0969799,-0.619796,-0.326381,0.707052
2.486,0.572307,-4.09523,-3.32696,-0.0961741,-0.619933,-0.326359,0.707052
2.487,0.576394,-4.09404,-3.3279,-0.095368,-0.620069,-0.326337,0.707052
2.488,0.580481,-4.09284,-3.32884,-0.0945618,-0.620204,-0.326316,0.707052
2.489,0.584569,-4.09163,-3.3298,-0.0937554,-0.620337,-0.326295,0.707053
2.49,0.588656,-4.09041,-3.33075,-0.0929488,-0.620469,-0.326276,0.707053
2.491,0.592743,-4.08919,-3.33172,-0.0921421,-0.620599,-0.326257,0.707053
2.492,0.59683,-4.08795,-3.33268,-0.0913352,-0.620727,-0.326239,0.707053
2.493,0.600918,-4.08671,-3.33366,-0.0905281,-0.620855,-0.326222,0.707053
2.494,0.605005,-4.08546,-3.33464,-0.0897209,-0.620981,-0.326205,0.707053
2.495,0.609092,-4.0842,-3.33563,-0.0889135,-0.621105,-0.326189,0.707053
2.496,0.613179,-4.08293,-3.33663,-0.0881059,-0.621228,-0.326174,0.707053
2.497,0.617266,-4.08165,-3.33763,-0.0872982,-0.621349,-0.32616,0.707053
2.498,0.621353,-4.08036,-3.33864,-0.0864903,-0.621469,-0.326146,0.707053
2.499,0.625439,-4.07907,-3.33965,-0.0856822,-0.621588,-0.326133,0.707053
2.5,0.629526,-4.07776,-3.34067,-0.084874,-0.621705,-0.326121,0.707053
2.501,0.633613,-4.07645,-3.3417,-0.0840656,-0.621821,-0.32611,0.707053
2.502,0.6377,-4.07512,-3.34273,-0.0832571,-0.621935,-0.3261,0.707053
2.503,0.641786,-4.07379,-3.34377,-0.0824484,-0.622048,-0.32609,0.707053
2.504,0.645873,-4.07245,-3.34482,-0.0816395,-0.622159,-0.326081,0.707053
2.505,0.649959,-4.0711,-3.34587,-0.0808305,-0.622269,-0.326073,0.707053
2.506,0.654046,-4.06974,-3.34693,-0.0800213,-0.622378,-0.326065,0.707053
2.507,0.658132,-4.06837,-3.34799,-0.079212,-0.622485,-0.326059,0.707053
2.508,0.662218,-4.06699,-3.34906,-0.0784025,-0.62259,-0.326053,0.707053
2.509,0.666305,-4.06561,-3.35014,-0.0775929,-0.622694,-0.326047,0.707053
